,brand,year,selling_price,km_driven,fuel,seller_type,transmission,owner
1261,Honda,2004,125000,120000,Petrol,Individual,Manual,Second Owner
1262,Honda,2018,1800000,26000,Diesel,Individual,Automatic,First Owner
1263,Hyundai,2019,650000,20000,Petrol,Individual,Automatic,First Owner
1264,Maruti,2017,800000,30600,Petrol,Individual,Automatic,First Owner
1265,Volkswagen,2020,802000,5000,Petrol,Individual,Manual,First Owner
1266,Audi,2015,2300000,35000,Diesel,Individual,Automatic,Third Owner
1267,Hyundai,2016,430000,35000,Diesel,Individual,Manual,First Owner
1268,Hyundai,2017,650000,23000,Petrol,Individual,Manual,First Owner
1269,Mahindra,2004,170000,120000,Diesel,Individual,Manual,First Owner
1270,Skoda,2011,450000,235000,Diesel,Individual,Automatic,First Owner
1271,Maruti,2013,250000,87000,Petrol,Individual,Manual,First Owner
1272,Ford,2014,550000,72000,Petrol,Individual,Manual,Second Owner
1273,Jaguar,2013,2000000,64000,Diesel,Individual,Automatic,Second Owner
1274,Maruti,2007,140000,100000,Petrol,Individual,Manual,Second Owner
1275,Chevrolet,2012,155000,12000,Petrol,Individual,Manual,First Owner
1276,Hyundai,2010,120000,67000,Petrol,Individual,Manual,Third Owner
1277,Toyota,2012,287000,70000,Diesel,Individual,Manual,First Owner
1278,Maruti,2016,675000,60000,Diesel,Individual,Manual,First Owner
1279,Hyundai,2011,235000,74500,Petrol,Individual,Manual,Second Owner
1280,Hyundai,2011,300000,118700,Diesel,Individual,Manual,Second Owner
1281,Nissan,2015,434999,40000,Petrol,Individual,Automatic,Second Owner
1282,Mahindra,2004,225000,223660,Diesel,Individual,Automatic,Third Owner
1283,Toyota,2006,160000,140000,Petrol,Individual,Manual,Second Owner
1284,Hyundai,2020,600000,5000,Petrol,Individual,Manual,First Owner
1285,Chevrolet,2016,470000,100000,Diesel,Individual,Manual,Second Owner
1286,Maruti,2011,300000,100000,Petrol,Individual,Manual,Second Owner
1287,Maruti,2018,600000,2000,Petrol,Individual,Manual,First Owner
1288,Hyundai,2020,640000,4000,Petrol,Individual,Automatic,First Owner
1289,Tata,2006,50000,120000,Diesel,Individual,Manual,Fourth & Above Owner
1290,Hyundai,2015,600000,35000,Petrol,Individual,Manual,First Owner
1291,Hyundai,2014,290000,29000,LPG,Individual,Manual,First Owner
1292,Hyundai,2015,600000,30000,Petrol,Individual,Manual,First Owner
1293,Tata,2012,190000,120000,Diesel,Individual,Manual,First Owner
1294,Hyundai,2008,160000,110000,Petrol,Individual,Manual,Third Owner
1295,Maruti,2017,325000,15000,Petrol,Individual,Manual,First Owner
1296,Mahindra,2006,200000,73756,Diesel,Individual,Manual,First Owner
1297,Toyota,2018,2800000,40000,Diesel,Individual,Automatic,First Owner
1298,Chevrolet,2011,125000,60000,Petrol,Individual,Manual,Third Owner
1299,Hyundai,2008,155000,60000,Petrol,Individual,Manual,Fourth & Above Owner
1300,Hyundai,2015,550000,90000,Diesel,Individual,Manual,First Owner
1301,Maruti,2009,130000,70000,Petrol,Individual,Manual,Fourth & Above Owner
1302,Maruti,2002,80000,70000,Petrol,Individual,Manual,Second Owner
1303,Toyota,2015,500000,80000,Diesel,Individual,Manual,Second Owner
1304,Renault,2019,250000,27000,Petrol,Individual,Manual,First Owner
1305,Mahindra,2012,580000,70000,Diesel,Individual,Manual,First Owner
1306,Daewoo,2002,60000,50000,Petrol,Individual,Manual,First Owner
1307,Toyota,2012,300000,185000,Diesel,Individual,Manual,First Owner
1308,Ford,2014,200000,90000,Diesel,Individual,Manual,Second Owner
1309,Tata,2017,1200000,16400,Diesel,Individual,Manual,First Owner
1310,Toyota,2015,350000,80000,Diesel,Individual,Manual,Second Owner
1311,Mahindra,2012,600000,80000,Diesel,Individual,Manual,Second Owner
1312,Honda,2019,650000,4000,Petrol,Individual,Manual,First Owner
1313,Maruti,2008,120000,40000,Petrol,Individual,Manual,First Owner
1314,Tata,2010,180000,120000,Diesel,Individual,Manual,Second Owner
1315,Hyundai,2018,950000,41395,Petrol,Individual,Automatic,First Owner
1316,Tata,2012,250999,35000,Diesel,Individual,Manual,Second Owner
1317,Audi,2009,1250000,47000,Diesel,Dealer,Automatic,Second Owner
1318,Chevrolet,2013,165000,50000,Petrol,Individual,Manual,First Owner
1319,Hyundai,2015,700000,48000,Petrol,Dealer,Manual,First Owner
1320,Mahindra,2015,750000,53000,Diesel,Dealer,Manual,First Owner
1321,Datsun,2018,290000,15000,Petrol,Dealer,Automatic,First Owner
1322,Tata,2014,45000,7000,Petrol,Individual,Manual,Second Owner
1323,Skoda,2013,675000,88000,Diesel,Dealer,Automatic,First Owner
1324,Nissan,2015,530000,55000,Diesel,Dealer,Manual,First Owner
1325,BMW,2014,1485000,48000,Diesel,Dealer,Automatic,First Owner
1326,Chevrolet,2014,325000,71014,Diesel,Dealer,Manual,First Owner
1327,Honda,2015,400000,60000,Diesel,Dealer,Manual,First Owner
1328,Mahindra,2017,380000,71000,Diesel,Dealer,Manual,First Owner
1329,Honda,2016,750000,45000,Petrol,Dealer,Automatic,First Owner
1330,Honda,2017,390000,45000,Petrol,Dealer,Manual,First Owner
1331,MG,2019,1825000,14000,Diesel,Dealer,Manual,First Owner
1332,Audi,2019,3256000,17000,Diesel,Dealer,Automatic,First Owner
1333,Renault,2015,370000,60000,Diesel,Dealer,Manual,First Owner
1334,Chevrolet,2013,210000,80000,Diesel,Individual,Manual,Second Owner
1335,Skoda,2007,175000,181000,Diesel,Individual,Manual,Fourth & Above Owner
1336,Hyundai,2012,575000,89550,Diesel,Individual,Manual,Second Owner
1337,Mahindra,2010,320000,90000,Diesel,Individual,Manual,Third Owner
1338,Maruti,2010,280000,149500,Diesel,Individual,Manual,Third Owner
1339,Renault,2013,500000,190000,Diesel,Individual,Manual,Second Owner
1340,Ford,2013,380000,83000,Diesel,Dealer,Manual,First Owner
1341,Maruti,2005,120000,20000,Petrol,Individual,Manual,Second Owner
1342,Maruti,2018,395000,20000,Petrol,Individual,Manual,First Owner
1343,Skoda,2010,360000,160000,Diesel,Individual,Manual,First Owner
1344,Nissan,2015,451000,100000,Diesel,Individual,Manual,First Owner
1345,Chevrolet,2010,175000,45000,Petrol,Individual,Manual,Second Owner
1346,Chevrolet,2009,170000,44800,Petrol,Individual,Manual,Second Owner
1347,Hyundai,2006,100000,40000,Petrol,Individual,Manual,Second Owner
1348,Maruti,2014,150000,120000,Petrol,Individual,Manual,Third Owner
1349,Tata,2011,149000,10000,Diesel,Individual,Manual,Second Owner
1350,Tata,2011,160000,80000,Diesel,Individual,Manual,Second Owner
1351,Mahindra,2014,800000,156000,Diesel,Individual,Manual,First Owner
1352,Toyota,2010,819999,120000,Diesel,Individual,Manual,Second Owner
1353,Maruti,2007,163000,100000,Petrol,Individual,Manual,Second Owner
1354,Mercedes-Benz,2001,350000,100000,Diesel,Individual,Manual,Second Owner
1355,Tata,2006,75000,100000,Petrol,Individual,Manual,Second Owner
1356,Maruti,2012,180000,60000,Petrol,Individual,Manual,Second Owner
1357,Ford,2017,675000,30000,Diesel,Individual,Manual,First Owner
1358,Maruti,2013,400000,170000,Diesel,Individual,Manual,First Owner
1359,Volkswagen,2013,434999,100000,Diesel,Individual,Manual,Second Owner
1360,Tata,2006,100000,110000,Petrol,Individual,Manual,Second Owner
1361,Maruti,2015,419000,170000,Diesel,Individual,Manual,Second Owner
1362,Tata,2009,200000,100000,Petrol,Individual,Manual,First Owner
1363,Renault,2014,400000,35000,Diesel,Individual,Manual,First Owner
1364,Ford,2018,790000,40000,Diesel,Individual,Manual,Second Owner
1365,Renault,2015,500000,90000,Diesel,Individual,Manual,Second Owner
1366,Skoda,2012,275000,120000,Diesel,Individual,Manual,Second Owner
1367,Hyundai,2012,450000,120000,Diesel,Individual,Manual,Second Owner
1368,Maruti,2016,360000,33000,Petrol,Dealer,Manual,First Owner
1369,Maruti,2010,210000,25000,Petrol,Individual,Manual,First Owner
1370,Maruti,2014,220000,66000,Petrol,Dealer,Manual,First Owner
1371,Chevrolet,2009,250000,48000,Petrol,Individual,Manual,First Owner
1372,Toyota,2016,990000,146000,Diesel,Dealer,Manual,First Owner
1373,Mahindra,2013,220000,100000,Diesel,Individual,Manual,Fourth & Above Owner
1374,Jaguar,2012,1800000,50000,Diesel,Individual,Automatic,Second Owner
1375,Honda,2014,530000,50000,Petrol,Individual,Manual,First Owner
1376,Maruti,2016,575000,50000,Diesel,Individual,Manual,First Owner
1377,Mahindra,2012,400000,99000,Diesel,Dealer,Manual,First Owner
1378,Honda,2016,680000,50000,Diesel,Individual,Manual,First Owner
1379,Hyundai,2014,1000000,80000,Diesel,Individual,Automatic,First Owner
1380,Maruti,2016,260000,45000,Petrol,Individual,Manual,Second Owner
1381,Tata,2010,150000,50000,Petrol,Individual,Manual,Second Owner
1382,Maruti,2008,180000,70000,Petrol,Individual,Manual,Third Owner
1383,Force,2014,346000,37516,Diesel,Individual,Manual,First Owner
1384,Mahindra,2015,450000,20000,Diesel,Individual,Manual,First Owner
1385,Hyundai,2019,500000,5000,Petrol,Individual,Manual,First Owner
1386,Hyundai,2019,700000,8000,Diesel,Individual,Manual,First Owner
1387,Maruti,2019,280000,25880,Petrol,Individual,Manual,First Owner
1388,Hyundai,2019,475000,10000,Petrol,Individual,Automatic,First Owner
1389,Maruti,2009,300000,50000,Diesel,Individual,Manual,First Owner
1390,Maruti,2014,200999,40000,Petrol,Individual,Manual,First Owner
1391,Skoda,2009,200000,100000,Diesel,Individual,Manual,Third Owner
1392,Chevrolet,2009,210000,80000,Petrol,Individual,Manual,Second Owner
1393,Tata,2012,160000,110000,Diesel,Individual,Manual,First Owner
1394,Hyundai,2009,175000,136000,Diesel,Individual,Manual,Second Owner
1395,Tata,2012,320000,80000,Diesel,Individual,Manual,First Owner
1396,Maruti,2009,110000,50000,Petrol,Individual,Manual,Second Owner
1397,Maruti,2008,300000,30000,Petrol,Individual,Manual,First Owner
1398,Honda,2012,700000,10000,Petrol,Individual,Manual,First Owner
1399,Tata,2009,135000,90000,Diesel,Individual,Manual,Fourth & Above Owner
1400,Mahindra,2015,500000,110000,Diesel,Individual,Manual,First Owner
1401,Mahindra,2012,550000,120000,Diesel,Individual,Manual,Second Owner
1402,Toyota,2014,1050000,90000,Diesel,Individual,Manual,Third Owner
1403,Honda,2016,500000,20000,Petrol,Individual,Manual,First Owner
1404,Maruti,2011,180000,90000,Diesel,Individual,Manual,Second Owner
1405,Hyundai,2010,170000,50000,Petrol,Individual,Manual,Second Owner
1406,Honda,2019,484999,9000,Petrol,Individual,Manual,First Owner
1407,Maruti,2011,150000,70000,Petrol,Individual,Manual,Second Owner
1408,Maruti,2018,380000,25000,Petrol,Individual,Manual,First Owner
1409,Hyundai,2019,480000,10000,Petrol,Individual,Manual,First Owner
1410,Volkswagen,2011,290000,60000,Diesel,Individual,Manual,Second Owner
1411,Fiat,2013,350000,70000,Petrol,Individual,Manual,First Owner
1412,Maruti,2014,110000,25000,Petrol,Individual,Manual,First Owner
1413,Hyundai,2003,70000,80000,Petrol,Individual,Manual,Third Owner
1414,Volkswagen,2011,300000,70000,Petrol,Individual,Automatic,Third Owner
1415,Maruti,2017,180000,60000,Petrol,Individual,Manual,First Owner
1416,Renault,2020,300000,20000,Petrol,Individual,Manual,First Owner
1417,Maruti,2017,509000,60000,Petrol,Individual,Manual,First Owner
1418,Maruti,2016,650000,80000,Diesel,Individual,Manual,First Owner
1419,Maruti,2015,450000,70000,Diesel,Individual,Manual,Third Owner
1420,Mahindra,1999,170000,2020,Diesel,Individual,Manual,Second Owner
1421,Mahindra,2007,210000,100000,Diesel,Individual,Manual,Second Owner
1422,Hyundai,2013,360000,80000,Diesel,Individual,Manual,Second Owner
1423,Toyota,2011,495000,120000,Diesel,Individual,Manual,Second Owner
1424,Maruti,2006,105000,100000,Petrol,Individual,Manual,Third Owner
1425,Hyundai,2010,270000,60000,Petrol,Individual,Manual,Third Owner
1426,Ford,2010,130000,110000,Petrol,Individual,Manual,First Owner
1427,Honda,2014,700000,90000,Diesel,Individual,Manual,Second Owner
1428,Chevrolet,2012,400000,40000,Diesel,Individual,Manual,First Owner
1429,Maruti,2009,250000,60000,Petrol,Individual,Manual,Second Owner
1430,Honda,2013,325000,94000,Diesel,Individual,Manual,Second Owner
1431,Maruti,2008,69000,100000,Petrol,Individual,Manual,First Owner
1432,Mahindra,2018,1380000,25000,Diesel,Individual,Manual,First Owner
1433,Maruti,2007,90000,90000,Petrol,Individual,Manual,First Owner
1434,Mahindra,2016,1000000,40000,Diesel,Individual,Manual,First Owner
1435,Hyundai,2010,145000,90000,CNG,Individual,Manual,Second Owner
1436,Maruti,2020,250000,1100,Petrol,Individual,Manual,Fourth & Above Owner
1437,Maruti,2011,256000,70000,Diesel,Individual,Manual,Third Owner
1438,Tata,2005,70000,120000,Diesel,Individual,Manual,First Owner
1439,Maruti,2000,50000,88500,Petrol,Individual,Manual,Fourth & Above Owner
1440,Renault,2016,240000,70000,Petrol,Individual,Manual,Second Owner
1441,Tata,2010,97000,128000,Petrol,Individual,Manual,First Owner
1442,Tata,2012,130000,120000,Diesel,Individual,Manual,First Owner
1443,Maruti,2009,199000,52536,Petrol,Individual,Manual,First Owner
1444,Honda,2006,125000,70000,Petrol,Individual,Automatic,First Owner
1445,Hyundai,2015,420000,60000,Diesel,Individual,Manual,First Owner
1446,Mahindra,2016,525000,110000,Diesel,Individual,Manual,First Owner
1447,Hyundai,2008,125000,85000,Petrol,Individual,Manual,First Owner
1448,Hyundai,2010,325000,135000,Diesel,Individual,Manual,First Owner
1449,Volkswagen,2012,330000,86000,Diesel,Individual,Manual,Fourth & Above Owner
1450,Maruti,2010,110000,50000,Petrol,Individual,Manual,First Owner
1451,Maruti,2019,450000,1950,Petrol,Individual,Manual,First Owner
1452,Maruti,2005,85000,118400,Petrol,Individual,Manual,First Owner
1453,Honda,2007,229999,70000,Petrol,Individual,Manual,Second Owner
1454,Hyundai,2012,250000,60000,Petrol,Individual,Manual,Second Owner
1455,Ford,2015,650000,68000,Diesel,Individual,Manual,First Owner
1456,Toyota,2017,650000,6480,Petrol,Trustmark Dealer,Manual,First Owner
1457,Maruti,2017,750000,32077,Diesel,Trustmark Dealer,Manual,First Owner
1458,Toyota,2018,850000,19107,Petrol,Trustmark Dealer,Manual,First Owner
1459,Hyundai,2017,315000,18469,Petrol,Trustmark Dealer,Manual,First Owner
1460,Maruti,2015,415000,28217,Petrol,Trustmark Dealer,Manual,First Owner
1461,Maruti,2016,640000,72787,Diesel,Trustmark Dealer,Manual,First Owner
1462,Maruti,2017,780000,31063,Petrol,Trustmark Dealer,Manual,First Owner
1463,Toyota,2017,2595000,79641,Diesel,Trustmark Dealer,Automatic,First Owner
1464,Hyundai,2015,850000,58692,Diesel,Trustmark Dealer,Manual,First Owner
1465,Hyundai,2015,900000,54784,Diesel,Trustmark Dealer,Manual,First Owner
1466,Toyota,2016,1150000,64156,Petrol,Trustmark Dealer,Manual,First Owner
1467,Maruti,2007,75000,54000,Petrol,Individual,Manual,First Owner
1468,Volkswagen,2012,215000,97000,Diesel,Individual,Manual,First Owner
1469,Maruti,2009,130000,120000,Petrol,Individual,Automatic,Second Owner
1470,Hyundai,2019,400000,16000,Petrol,Individual,Automatic,First Owner
1471,Maruti,2019,550000,60000,Petrol,Individual,Automatic,First Owner
1472,Chevrolet,2016,245000,52000,Petrol,Dealer,Manual,First Owner
1473,Maruti,2010,320000,110000,Diesel,Individual,Manual,Fourth & Above Owner
1474,Mahindra,2016,730000,60000,Diesel,Individual,Automatic,Second Owner
1475,Ford,2005,120000,100000,Petrol,Individual,Manual,Third Owner
1476,Honda,2017,950000,35000,Petrol,Individual,Manual,First Owner
1477,Maruti,2017,350000,48000,Petrol,Individual,Manual,Third Owner
1478,Maruti,2005,100000,20000,Petrol,Individual,Manual,Second Owner
1479,Maruti,2017,350000,30000,Petrol,Individual,Manual,First Owner
1480,Maruti,2005,80000,40000,Petrol,Individual,Manual,Second Owner
1481,Hyundai,2013,370000,60000,Petrol,Individual,Manual,First Owner
1482,Hyundai,2012,160000,70000,Petrol,Individual,Manual,Second Owner
1483,Tata,2009,130000,120000,Diesel,Individual,Manual,First Owner
1484,Chevrolet,2016,250000,30000,Petrol,Individual,Manual,First Owner
1485,Tata,2012,270000,80000,Diesel,Individual,Manual,Second Owner
1486,BMW,2019,2600000,9500,Diesel,Individual,Automatic,First Owner
1487,Hyundai,2013,160000,80000,Petrol,Individual,Manual,First Owner
1488,Hyundai,2016,229999,80000,Petrol,Individual,Manual,First Owner
1489,Mahindra,2017,750000,29000,Diesel,Individual,Manual,First Owner
1490,Chevrolet,2011,195000,120000,Diesel,Individual,Manual,First Owner
1491,Datsun,2016,270000,22000,Petrol,Individual,Manual,First Owner
1492,Skoda,2012,300000,50000,Petrol,Individual,Manual,First Owner
1493,Chevrolet,2012,200000,50000,Diesel,Individual,Manual,First Owner
1494,Maruti,2007,120000,81366,Petrol,Individual,Manual,First Owner
1495,Maruti,2006,95000,110000,Petrol,Individual,Manual,First Owner
1496,Toyota,2006,229999,300000,Diesel,Individual,Manual,First Owner
1497,Renault,2012,300000,90000,Diesel,Individual,Manual,First Owner
1498,Renault,2016,200000,53000,Petrol,Individual,Manual,Second Owner
1499,Maruti,2017,250000,30000,Petrol,Individual,Manual,First Owner
1500,Maruti,2012,368000,90000,Petrol,Individual,Manual,Second Owner
1501,Toyota,2014,650000,244000,Diesel,Individual,Manual,First Owner
1502,Mahindra,1997,150000,120000,Diesel,Individual,Manual,Third Owner
1503,Maruti,2012,180000,60000,LPG,Individual,Manual,First Owner
1504,Hyundai,2017,525000,15000,Petrol,Individual,Manual,First Owner
1505,Ford,2005,350000,150000,Diesel,Individual,Manual,Second Owner
1506,Mahindra,2018,850000,30000,Diesel,Individual,Manual,Second Owner
1507,Volkswagen,2011,350000,312000,Diesel,Individual,Manual,Third Owner
1508,Maruti,2005,160000,67000,Petrol,Individual,Manual,First Owner
1509,Maruti,2017,500000,40000,Diesel,Individual,Manual,First Owner
1510,Hyundai,2008,130000,100000,Petrol,Individual,Manual,First Owner
1511,Tata,2015,350000,100000,Diesel,Individual,Manual,Second Owner
1512,Maruti,2005,70000,80000,Petrol,Individual,Manual,First Owner
1513,Toyota,2014,750000,145000,Diesel,Individual,Manual,Second Owner
1514,Honda,2013,450000,53000,Diesel,Individual,Manual,First Owner
1515,Maruti,2015,430000,73000,Diesel,Individual,Manual,Third Owner
1516,Maruti,2011,260000,90000,Diesel,Individual,Manual,Third Owner
1517,Maruti,2013,370000,80000,Diesel,Individual,Manual,Third Owner
1518,Chevrolet,2011,229999,100000,CNG,Individual,Manual,First Owner
1519,Ford,2011,140000,90000,Diesel,Individual,Manual,Third Owner
1520,Toyota,2013,700000,200000,Diesel,Individual,Manual,First Owner
1521,Hyundai,2020,545000,7300,Petrol,Individual,Manual,First Owner
1522,Datsun,2017,200000,30000,Petrol,Individual,Manual,First Owner
1523,Tata,2015,500000,120000,Diesel,Individual,Manual,First Owner
1524,Maruti,2008,70000,90000,Petrol,Individual,Manual,Second Owner
1525,Mahindra,2013,580000,25000,Diesel,Individual,Manual,Third Owner
1526,Maruti,2012,160000,70000,CNG,Individual,Manual,Second Owner
1527,Maruti,2010,160000,36000,Petrol,Individual,Manual,First Owner
